ID 	SX 	VG 	VE 	VF 
5489 	1 	0.177 	1.033 	1.210 
5490 	1 	0.759 	-3.139 	-2.380 
5491 	0 	-0.103 	-0.445 	-0.548 
5492 	1 	0.852 	-1.039 	-0.187 
5493 	1 	-0.708 	-3.882 	-4.590 
5494 	0 	1.163 	0.181 	1.344 
5495 	1 	-0.486 	2.496 	2.010 
5496 	0 	0.671 	1.755 	2.426 
5497 	1 	1.060 	-4.261 	-3.200 
5498 	0 	-0.006 	1.294 	1.288 
5499 	1 	1.433 	-1.485 	-0.052 
5500 	0 	0.872 	-3.210 	-2.338 
5501 	1 	0.598 	-0.761 	-0.163 
5502 	0 	0.259 	0.360 	0.619 
5503 	0 	1.053 	1.470 	2.524 
5504 	0 	0.650 	1.128 	1.778 
5505 	0 	0.298 	-1.061 	-0.762 
5506 	1 	1.102 	-1.578 	-0.476 
5507 	1 	0.131 	-1.250 	-1.119 
5508 	1 	-0.340 	4.241 	3.900 
5509 	1 	-0.295 	-0.532 	-0.827 
5510 	1 	-0.342 	0.675 	0.333 
5511 	0 	0.867 	2.709 	3.576 
5512 	1 	-0.268 	2.317 	2.049 
5513 	0 	0.063 	-2.024 	-1.962 
5514 	0 	0.110 	-0.743 	-0.633 
5515 	0 	-1.014 	0.726 	-0.288 
5516 	0 	1.237 	-1.244 	-0.007 
5517 	0 	1.602 	1.401 	3.003 
5518 	1 	-0.743 	-1.208 	-1.952 
5519 	0 	-0.001 	-1.692 	-1.693 
5520 	0 	1.521 	2.183 	3.704 
5521 	0 	0.006 	1.231 	1.237 
5522 	0 	0.884 	0.646 	1.530 
5523 	0 	0.325 	1.472 	1.797 
5524 	0 	0.428 	0.505 	0.933 
5525 	1 	-0.590 	-3.488 	-4.079 
5526 	1 	-1.206 	-1.239 	-2.445 
5527 	1 	1.809 	-2.523 	-0.713 
5528 	1 	-1.213 	2.226 	1.014 
5529 	1 	0.046 	0.657 	0.703 
5530 	0 	-0.819 	-2.749 	-3.568 
5531 	1 	1.484 	1.415 	2.898 
5532 	0 	0.840 	0.274 	1.114 
5533 	0 	-0.425 	-1.630 	-2.055 
5534 	1 	1.479 	-3.083 	-1.604 
5535 	0 	-0.744 	0.584 	-0.160 
5536 	0 	0.499 	-1.509 	-1.009 
5537 	0 	-0.422 	-3.174 	-3.596 
5538 	0 	-0.190 	1.826 	1.635 
5539 	0 	-1.138 	2.774 	1.636 
5540 	0 	-0.041 	1.234 	1.193 
5541 	1 	-0.410 	1.398 	0.988 
5542 	0 	0.645 	3.090 	3.734 
5543 	1 	-0.737 	0.196 	-0.541 
5544 	1 	-1.101 	-1.768 	-2.869 
5545 	1 	0.908 	-1.251 	-0.343 
5546 	1 	1.856 	-3.448 	-1.592 
5547 	1 	-1.542 	0.584 	-0.958 
5548 	0 	0.256 	0.003 	0.258 
5549 	0 	0.792 	-2.448 	-1.655 
5550 	1 	0.176 	1.692 	1.868 
5551 	1 	-0.351 	1.266 	0.915 
5552 	0 	-0.873 	-1.104 	-1.977 
5553 	1 	2.500 	1.610 	4.110 
5554 	0 	-2.031 	-1.175 	-3.207 
5555 	0 	1.076 	-0.379 	0.697 
5556 	0 	0.399 	-2.933 	-2.533 
5557 	1 	-1.230 	0.744 	-0.487 
5558 	0 	1.138 	-1.147 	-0.009 
5559 	1 	-0.772 	0.592 	-0.180 
5560 	1 	-1.070 	-1.690 	-2.760 
5561 	1 	1.110 	-2.584 	-1.474 
5562 	0 	-1.290 	0.547 	-0.742 
5563 	0 	-0.021 	-4.930 	-4.951 
5564 	1 	0.615 	-1.870 	-1.255 
5565 	0 	2.755 	-4.364 	-1.609 
5566 	0 	0.641 	1.689 	2.330 
5567 	0 	-0.236 	1.291 	1.054 
5568 	0 	-0.761 	-2.109 	-2.870 
5569 	0 	1.872 	-0.424 	1.449 
5570 	1 	2.287 	-2.683 	-0.396 
5571 	0 	0.844 	-0.023 	0.821 
5572 	1 	-0.863 	2.543 	1.680 
5573 	1 	-0.354 	0.751 	0.396 
5574 	1 	-1.079 	-0.175 	-1.254 
5575 	1 	-1.019 	-2.793 	-3.813 
5576 	0 	0.977 	0.098 	1.075 
5577 	0 	-0.326 	0.172 	-0.154 
5578 	1 	-0.062 	0.746 	0.683 
5579 	0 	-0.744 	-6.299 	-7.043 
5580 	1 	0.231 	2.536 	2.767 
5581 	0 	-0.201 	-1.070 	-1.271 
5582 	1 	1.086 	0.245 	1.331 
5583 	1 	-0.117 	0.257 	0.140 
5584 	1 	0.872 	2.260 	3.133 
5585 	1 	-0.673 	0.416 	-0.257 
5586 	1 	-1.079 	-1.984 	-3.064 
5587 	1 	0.399 	0.935 	1.335 
5588 	1 	-1.321 	-2.104 	-3.425 
5589 	0 	1.408 	-1.465 	-0.058 
5590 	1 	-0.496 	-1.009 	-1.505 
5591 	0 	2.697 	0.915 	3.613 
5592 	1 	-0.545 	-1.743 	-2.289 
5593 	0 	-0.414 	0.376 	-0.038 
5594 	0 	-0.538 	-2.017 	-2.555 
5595 	0 	-1.775 	0.309 	-1.465 
5596 	0 	-0.267 	-0.807 	-1.074 
5597 	1 	-1.675 	-0.601 	-2.276 
5598 	0 	-0.231 	-0.498 	-0.729 
5599 	1 	1.694 	-0.525 	1.169 
5600 	0 	1.651 	1.269 	2.920 
5601 	0 	-0.731 	3.906 	3.175 
5602 	1 	0.217 	-1.283 	-1.066 
5603 	0 	2.122 	0.431 	2.553 
5604 	0 	-1.555 	2.210 	0.655 
5605 	1 	0.618 	1.242 	1.860 
5606 	0 	1.191 	0.963 	2.154 
5607 	1 	2.037 	-0.736 	1.301 
5608 	1 	0.528 	-2.368 	-1.841 
5609 	0 	1.648 	-4.624 	-2.976 
5610 	0 	-0.242 	0.234 	-0.008 
5611 	1 	-0.482 	-1.786 	-2.269 
5612 	1 	1.368 	0.326 	1.694 
5613 	1 	-0.166 	1.159 	0.992 
5614 	1 	0.267 	2.145 	2.412 
5615 	1 	-0.138 	1.083 	0.945 
5616 	1 	-1.910 	0.237 	-1.673 
5617 	0 	0.959 	-2.803 	-1.844 
5618 	0 	-0.851 	0.764 	-0.087 
5619 	1 	0.382 	0.249 	0.631 
5620 	0 	0.903 	0.886 	1.789 
5621 	0 	1.036 	-1.549 	-0.512 
5622 	0 	1.360 	-1.013 	0.347 
5623 	1 	0.342 	0.409 	0.751 
5624 	0 	-2.391 	0.874 	-1.517 
5625 	1 	-0.752 	1.200 	0.448 
5626 	1 	-0.441 	-1.954 	-2.395 
5627 	1 	-0.050 	-0.415 	-0.465 
5628 	0 	-0.080 	0.559 	0.479 
5629 	0 	-0.660 	-0.078 	-0.738 
5630 	1 	1.182 	-1.513 	-0.331 
5631 	0 	0.754 	-2.970 	-2.217 
5632 	1 	0.464 	-0.734 	-0.270 
5633 	0 	0.725 	2.865 	3.590 
5634 	0 	-1.613 	-1.062 	-2.674 
5635 	0 	-1.251 	0.593 	-0.659 
5636 	1 	-1.050 	-0.820 	-1.870 
5637 	1 	0.146 	3.688 	3.834 
5638 	0 	-0.648 	1.560 	0.912 
5639 	1 	-1.164 	4.195 	3.031 
5640 	1 	0.786 	2.253 	3.040 
5641 	1 	0.548 	-0.730 	-0.182 
5642 	1 	0.456 	-1.625 	-1.170 
5643 	1 	-0.083 	-1.873 	-1.957 
5644 	1 	-1.642 	3.527 	1.884 
5645 	1 	-1.111 	-4.501 	-5.612 
5646 	0 	-0.476 	5.360 	4.884 
5647 	1 	-1.273 	0.752 	-0.521 
5648 	0 	0.631 	-0.013 	0.619 
5649 	0 	-0.822 	2.410 	1.589 
5650 	1 	0.115 	0.914 	1.029 
5651 	0 	0.433 	-2.119 	-1.686 
5652 	1 	0.620 	2.361 	2.981 
5653 	0 	0.937 	-1.077 	-0.141 
5654 	0 	-0.983 	1.823 	0.840 
5655 	0 	-1.556 	-1.117 	-2.674 
5656 	1 	0.693 	1.120 	1.813 
5657 	1 	0.166 	-1.177 	-1.011 
5658 	1 	0.437 	1.520 	1.957 
5659 	0 	-0.727 	-0.502 	-1.229 
5660 	1 	1.429 	0.443 	1.872 
5661 	0 	-1.239 	-1.317 	-2.556 
5662 	1 	-0.885 	0.559 	-0.326 
5663 	0 	1.141 	-0.981 	0.160 
5664 	0 	1.068 	1.382 	2.450 
5665 	0 	-0.364 	-1.659 	-2.023 
5666 	0 	0.359 	-1.192 	-0.833 
5667 	1 	-1.395 	-1.422 	-2.817 
5668 	0 	-0.673 	1.516 	0.842 
5669 	1 	0.413 	0.825 	1.238 
5670 	1 	1.324 	1.717 	3.041 
5671 	1 	-1.346 	0.757 	-0.589 
5672 	0 	-0.955 	1.934 	0.979 
5673 	1 	1.016 	0.024 	1.040 
5674 	1 	0.184 	1.901 	2.085 
5675 	1 	0.597 	-1.278 	-0.681 
5676 	0 	-1.134 	0.481 	-0.653 
5677 	1 	0.373 	1.676 	2.049 
5678 	1 	-0.832 	-2.060 	-2.892 
5679 	0 	-0.389 	-1.471 	-1.860 
5680 	1 	-0.049 	0.431 	0.382 
5681 	1 	0.647 	-1.002 	-0.356 
5682 	0 	1.173 	2.377 	3.550 
5683 	1 	-0.166 	2.897 	2.731 
5684 	0 	0.180 	-1.010 	-0.830 
5685 	0 	1.471 	9.557 	11.028 
5686 	1 	0.032 	-2.442 	-2.410 
5687 	1 	-0.639 	-0.158 	-0.797 
5688 	1 	-1.501 	-0.792 	-2.294 
5689 	1 	1.702 	3.557 	5.259 
5690 	1 	-0.233 	-0.815 	-1.048 
5691 	1 	0.751 	2.034 	2.784 
5692 	1 	-0.059 	-0.595 	-0.654 
5693 	1 	1.580 	-0.021 	1.559 
5694 	1 	-0.690 	2.118 	1.428 
5695 	0 	-2.268 	-1.092 	-3.360 
5696 	1 	-0.823 	2.254 	1.431 
5697 	0 	-1.058 	1.769 	0.711 
5698 	0 	-0.491 	0.149 	-0.342 
5699 	0 	0.132 	1.542 	1.673 
5700 	0 	-1.475 	-0.803 	-2.279 
5701 	1 	-1.760 	-1.493 	-3.253 
5702 	1 	-0.239 	-2.125 	-2.364 
5703 	0 	-0.009 	-1.604 	-1.613 
5704 	1 	0.067 	0.475 	0.542 
5705 	1 	1.320 	1.885 	3.205 
5706 	0 	-1.007 	-0.228 	-1.234 
5707 	1 	-0.768 	-0.647 	-1.416 
5708 	0 	-0.085 	2.921 	2.836 
5709 	1 	-0.368 	0.984 	0.616 
5710 	0 	0.921 	1.485 	2.407 
5711 	0 	-0.007 	-0.252 	-0.259 
5712 	0 	-0.198 	0.912 	0.714 
5713 	0 	-0.848 	-1.042 	-1.890 
5714 	0 	0.326 	2.608 	2.934 
5715 	0 	0.168 	0.694 	0.862 
5716 	1 	0.782 	1.433 	2.214 
5717 	1 	-0.743 	-1.743 	-2.486 
5718 	1 	-0.772 	0.943 	0.171 
5719 	1 	1.086 	0.463 	1.549 
5720 	0 	0.902 	-1.440 	-0.537 
5721 	1 	0.771 	-1.749 	-0.977 
5722 	1 	-0.972 	0.921 	-0.051 
5723 	1 	-1.583 	0.356 	-1.227 
5724 	1 	0.671 	2.869 	3.540 
5725 	0 	-0.308 	-0.122 	-0.431 
5726 	1 	0.934 	-0.846 	0.088 
5727 	1 	0.473 	-1.126 	-0.652 
5728 	1 	-0.157 	0.388 	0.231 
5729 	0 	-0.952 	1.384 	0.431 
5730 	0 	-0.268 	1.041 	0.773 
5731 	0 	-0.057 	-0.574 	-0.631 
5732 	1 	-0.971 	-3.636 	-4.607 
5733 	1 	0.480 	-1.048 	-0.568 
5734 	1 	-0.374 	2.402 	2.028 
5735 	1 	-0.424 	0.171 	-0.253 
5736 	0 	-0.605 	2.234 	1.629 
5737 	1 	0.687 	0.215 	0.902 
5738 	0 	-1.807 	-2.920 	-4.727 
5739 	0 	-0.673 	-0.057 	-0.730 
5740 	1 	1.354 	1.266 	2.621 
5741 	1 	0.719 	-1.184 	-0.465 
5742 	1 	0.521 	-2.228 	-1.707 
5743 	0 	-1.307 	-4.100 	-5.407 
5744 	0 	0.515 	-2.095 	-1.580 
5745 	1 	-0.569 	1.070 	0.501 
5746 	1 	1.377 	-3.498 	-2.121 
5747 	0 	-1.718 	0.369 	-1.349 
5748 	1 	0.306 	3.454 	3.760 
5749 	1 	-0.379 	2.898 	2.519 
5750 	1 	-1.553 	-2.399 	-3.952 
5751 	0 	-0.927 	2.168 	1.241 
5752 	0 	-1.335 	-1.430 	-2.765 
5753 	0 	0.107 	2.335 	2.442 
5754 	1 	-0.380 	-1.542 	-1.921 
5755 	1 	1.430 	4.505 	5.935 
5756 	1 	-1.971 	-4.170 	-6.141 
5757 	1 	0.541 	-1.511 	-0.970 
5758 	0 	0.036 	-3.709 	-3.672 
5759 	1 	-0.807 	-2.568 	-3.374 
5760 	1 	0.428 	0.917 	1.344 
5761 	1 	1.504 	1.257 	2.761 
5762 	0 	-0.878 	-2.600 	-3.478 
5763 	0 	-0.171 	-3.806 	-3.978 
5764 	0 	-2.053 	2.435 	0.382 
5765 	1 	1.040 	-1.736 	-0.696 
5766 	1 	0.071 	-0.031 	0.039 
5767 	0 	-0.680 	-1.476 	-2.157 
5768 	0 	-1.202 	-1.073 	-2.275 
5769 	0 	-0.065 	0.234 	0.169 
5770 	1 	-1.039 	0.424 	-0.615 
5771 	0 	0.249 	-1.576 	-1.326 
5772 	0 	1.486 	-0.123 	1.363 
5773 	1 	0.065 	2.194 	2.259 
5774 	1 	2.106 	-3.653 	-1.547 
5775 	1 	-0.516 	-1.740 	-2.255 
5776 	0 	-1.415 	-0.425 	-1.840 
5777 	1 	-0.536 	0.766 	0.229 
5778 	0 	1.681 	1.090 	2.771 
5779 	1 	0.693 	-0.332 	0.361 
5780 	0 	-0.307 	-2.292 	-2.599 
5781 	1 	-0.700 	-3.252 	-3.952 
5782 	1 	-0.501 	2.515 	2.014 
5783 	1 	-0.751 	-0.371 	-1.121 
5784 	1 	0.132 	1.446 	1.577 
5785 	1 	-0.707 	1.273 	0.566 
5786 	0 	-0.739 	3.887 	3.148 
5787 	0 	0.351 	-0.877 	-0.526 
5788 	1 	-0.933 	-2.559 	-3.492 
5789 	0 	1.797 	-1.931 	-0.134 
5790 	0 	-0.980 	0.255 	-0.725 
5791 	1 	-0.419 	1.783 	1.364 
5792 	1 	-0.625 	2.891 	2.266 
5793 	1 	0.494 	1.345 	1.839 
5794 	1 	0.194 	-4.053 	-3.859 
5795 	0 	-2.324 	2.016 	-0.308 
5796 	0 	0.986 	0.793 	1.779 
5797 	1 	1.313 	-3.580 	-2.267 
5798 	1 	-0.740 	-0.525 	-1.265 
5799 	1 	-1.042 	0.216 	-0.826 
5800 	0 	-0.090 	0.943 	0.853 
5801 	0 	0.067 	0.334 	0.401 
5802 	0 	0.083 	-2.254 	-2.172 
5803 	0 	-0.133 	-0.022 	-0.155 
5804 	0 	-0.361 	-1.908 	-2.270 
5805 	1 	-0.101 	1.655 	1.554 
5806 	0 	-0.450 	1.130 	0.679 
5807 	0 	-0.534 	-4.365 	-4.899 
5808 	1 	-0.032 	0.574 	0.542 
5809 	0 	0.054 	0.811 	0.866 
5810 	1 	-0.252 	3.983 	3.731 
5811 	1 	-0.758 	-1.198 	-1.957 
5812 	1 	-1.139 	-1.250 	-2.390 
5813 	1 	0.833 	2.470 	3.303 
5814 	0 	-0.183 	0.147 	-0.036 
5815 	1 	-1.200 	-3.007 	-4.208 
5816 	0 	-0.973 	1.301 	0.328 
5817 	0 	-0.467 	0.045 	-0.422 
5818 	0 	0.644 	-3.594 	-2.950 
5819 	1 	0.168 	-2.128 	-1.960 
5820 	1 	-1.916 	0.970 	-0.946 
5821 	1 	-0.916 	-2.486 	-3.402 
5822 	1 	-0.742 	-1.762 	-2.504 
5823 	0 	-0.264 	-1.327 	-1.590 
5824 	0 	1.073 	1.490 	2.563 
5825 	0 	0.280 	3.213 	3.493 
5826 	1 	1.436 	-1.702 	-0.265 
5827 	1 	-0.620 	-3.094 	-3.714 
5828 	0 	-0.984 	-0.187 	-1.171 
5829 	0 	-0.561 	1.850 	1.289 
5830 	0 	1.325 	1.572 	2.897 
5831 	1 	-1.808 	0.842 	-0.966 
5832 	1 	-0.375 	3.134 	2.759 
5833 	0 	0.175 	1.609 	1.784 
5834 	0 	0.643 	0.860 	1.503 
5835 	0 	-0.682 	-0.156 	-0.837 
5836 	0 	1.040 	-2.300 	-1.259 
5837 	1 	0.683 	0.496 	1.179 
5838 	0 	-1.346 	-3.567 	-4.913 
5839 	0 	0.043 	-1.468 	-1.425 
5840 	1 	-0.409 	-0.267 	-0.676 
5841 	1 	-1.386 	-0.414 	-1.801 
5842 	0 	0.179 	0.580 	0.758 
5843 	1 	1.538 	-0.035 	1.503 
5844 	1 	1.034 	0.916 	1.950 
5845 	0 	-0.308 	-2.217 	-2.525 
5846 	0 	-0.074 	1.068 	0.994 
5847 	1 	-0.026 	-1.641 	-1.667 
5848 	0 	-0.322 	-1.239 	-1.561 
5849 	0 	-0.214 	0.234 	0.020 
5850 	1 	-0.544 	2.326 	1.782 
5851 	0 	0.491 	0.757 	1.248 
5852 	0 	-0.036 	-2.789 	-2.824 
5853 	0 	-1.388 	-0.687 	-2.075 
5854 	0 	-0.128 	3.159 	3.031 
5855 	1 	1.617 	-0.798 	0.819 
5856 	1 	0.069 	1.481 	1.550 
5857 	0 	1.192 	-0.482 	0.710 
5858 	1 	0.249 	-2.901 	-2.652 
5859 	1 	-1.152 	-2.426 	-3.578 
5860 	0 	-1.765 	-0.451 	-2.216 
5861 	0 	-0.869 	-2.440 	-3.309 
5862 	1 	0.223 	0.056 	0.279 
5863 	0 	-0.146 	-2.304 	-2.449 
5864 	1 	1.687 	-1.957 	-0.270 
5865 	0 	0.894 	-2.701 	-1.807 
5866 	1 	-1.024 	0.630 	-0.394 
5867 	1 	-0.650 	-0.509 	-1.159 
5868 	0 	0.483 	-3.313 	-2.830 
5869 	1 	-0.575 	3.371 	2.796 
5870 	0 	-1.329 	-2.110 	-3.440 
5871 	1 	0.147 	1.990 	2.138 
5872 	0 	-0.415 	-1.554 	-1.969 
5873 	0 	0.478 	0.484 	0.962 
5874 	0 	-0.419 	-2.558 	-2.978 
5875 	0 	-0.950 	2.089 	1.139 
5876 	0 	0.484 	-4.098 	-3.613 
5877 	0 	1.640 	-0.746 	0.894 
5878 	1 	-0.660 	2.154 	1.494 
5879 	0 	1.699 	-0.790 	0.909 
5880 	0 	-0.221 	-2.717 	-2.938 
5881 	1 	0.178 	0.966 	1.144 
5882 	0 	0.247 	1.430 	1.677 
5883 	0 	-0.402 	0.029 	-0.372 
5884 	0 	0.488 	-0.555 	-0.067 
5885 	1 	-0.977 	-1.397 	-2.374 
5886 	1 	1.572 	-0.625 	0.946 
5887 	1 	-0.246 	1.565 	1.319 
5888 	0 	0.976 	-0.908 	0.068 
5889 	1 	0.606 	-2.224 	-1.617 
5890 	1 	0.084 	-1.728 	-1.644 
5891 	0 	-1.085 	3.361 	2.276 
5892 	0 	-0.491 	0.156 	-0.336 
5893 	1 	1.370 	-1.043 	0.327 
5894 	1 	-1.086 	-0.753 	-1.839 
5895 	1 	-0.926 	-0.391 	-1.317 
5896 	0 	1.285 	0.642 	1.927 
5897 	0 	-0.512 	-3.105 	-3.617 
5898 	1 	-1.274 	0.150 	-1.125 
5899 	0 	-0.435 	0.805 	0.369 
5900 	1 	0.663 	-0.760 	-0.097 
5901 	1 	-1.168 	-1.197 	-2.365 
5902 	0 	0.533 	1.514 	2.047 
5903 	0 	-0.785 	0.465 	-0.320 
5904 	0 	-0.453 	0.845 	0.392 
5905 	1 	-1.298 	1.651 	0.353 
5906 	1 	-0.782 	3.492 	2.710 
5907 	0 	-0.678 	0.994 	0.316 
5908 	1 	-1.314 	-0.776 	-2.090 
5909 	1 	0.276 	-2.680 	-2.404 
5910 	0 	-0.434 	-0.627 	-1.061 
5911 	0 	-0.279 	5.046 	4.767 
5912 	0 	0.095 	0.254 	0.349 
5913 	1 	0.554 	0.205 	0.760 
5914 	0 	-2.125 	-4.993 	-7.118 
5915 	1 	0.768 	0.948 	1.716 
5916 	0 	-1.061 	1.598 	0.538 
5917 	1 	-1.215 	2.120 	0.905 
5918 	0 	-0.507 	-0.075 	-0.582 
5919 	1 	-0.653 	0.039 	-0.614 
5920 	1 	-1.037 	0.473 	-0.564 
5921 	1 	-0.131 	-0.754 	-0.885 
5922 	1 	1.593 	-1.971 	-0.378 
5923 	1 	-1.215 	-2.016 	-3.231 
5924 	0 	0.249 	-3.032 	-2.783 
5925 	1 	0.043 	4.229 	4.273 
5926 	1 	-0.738 	1.868 	1.130 
5927 	1 	0.092 	-0.208 	-0.116 
5928 	0 	-0.553 	1.341 	0.788 
5929 	0 	-0.249 	2.911 	2.662 
5930 	0 	0.786 	-0.471 	0.315 
5931 	0 	-0.156 	-3.823 	-3.978 
5932 	0 	0.595 	1.243 	1.838 
5933 	1 	1.147 	1.640 	2.786 
5934 	1 	0.677 	1.238 	1.915 
5935 	1 	-0.560 	-2.259 	-2.819 
5936 	1 	0.086 	2.166 	2.252 
5937 	1 	-0.210 	0.675 	0.465 
5938 	0 	-1.398 	-0.973 	-2.371 
5939 	1 	-0.877 	-1.378 	-2.256 
5940 	1 	-1.592 	0.597 	-0.995 
5941 	1 	-0.242 	6.166 	5.924 
5942 	1 	-0.755 	-0.759 	-1.513 
5943 	0 	0.390 	-4.190 	-3.800 
5944 	0 	-1.049 	-0.568 	-1.617 
5945 	0 	-0.768 	-2.711 	-3.479 
5946 	1 	-1.542 	-1.044 	-2.586 
5947 	0 	0.089 	-1.015 	-0.926 
5948 	1 	0.098 	0.306 	0.404 
5949 	0 	-0.051 	3.703 	3.652 
5950 	0 	-0.663 	-2.190 	-2.853 
5951 	0 	1.427 	0.179 	1.606 
5952 	1 	0.179 	2.976 	3.155 
5953 	0 	1.513 	-0.051 	1.462 
5954 	0 	2.299 	-0.180 	2.119 
5955 	1 	0.385 	-0.051 	0.334 
5956 	0 	0.092 	-0.186 	-0.094 
5957 	0 	1.002 	-1.188 	-0.186 
5958 	0 	-0.979 	-0.069 	-1.048 
5959 	1 	-0.344 	1.076 	0.732 
5960 	1 	0.048 	-0.867 	-0.819 
5961 	0 	-0.432 	-2.612 	-3.044 
5962 	0 	0.131 	-2.787 	-2.656 
5963 	0 	0.485 	-2.120 	-1.634 
5964 	1 	1.504 	1.386 	2.889 
5965 	0 	-0.052 	3.439 	3.387 
5966 	1 	-0.697 	-0.224 	-0.921 
5967 	0 	0.760 	0.297 	1.056 
5968 	1 	-0.696 	-1.700 	-2.396 
5969 	1 	0.449 	2.497 	2.946 
5970 	1 	0.652 	2.488 	3.140 
5971 	0 	-0.447 	-1.507 	-1.954 
5972 	0 	0.157 	-2.576 	-2.420 
5973 	0 	1.172 	1.039 	2.211 
5974 	1 	-0.458 	-1.395 	-1.853 
5975 	0 	0.376 	-2.714 	-2.339 
5976 	1 	-0.872 	1.863 	0.991 
5977 	1 	-2.233 	-1.716 	-3.949 
5978 	1 	-0.661 	-2.042 	-2.703 
5979 	1 	-0.181 	0.285 	0.104 
5980 	0 	-0.573 	3.649 	3.076 
5981 	1 	0.916 	-2.736 	-1.819 
5982 	1 	-0.953 	2.184 	1.231 
5983 	1 	-0.051 	0.273 	0.222 
5984 	1 	0.189 	0.566 	0.755 
5985 	0 	0.248 	-2.282 	-2.034 
5986 	0 	0.287 	3.927 	4.214 
5987 	1 	1.114 	0.206 	1.320 
5988 	0 	1.529 	-1.132 	0.397 
5989 	0 	-0.245 	4.281 	4.037 
5990 	1 	-1.052 	-0.620 	-1.672 
5991 	0 	0.251 	0.812 	1.063 
5992 	1 	0.553 	0.373 	0.926 
5993 	1 	0.793 	-0.357 	0.436 
5994 	0 	0.082 	0.510 	0.593 
5995 	0 	0.851 	-3.120 	-2.270 
5996 	1 	1.624 	0.584 	2.208 
5997 	0 	-0.711 	2.801 	2.090 
5998 	0 	1.248 	1.143 	2.391 
5999 	0 	-1.271 	-2.465 	-3.736 
6000 	1 	0.346 	3.639 	3.985 
6001 	1 	-0.897 	0.556 	-0.341 
6002 	0 	1.414 	-2.708 	-1.294 
6003 	1 	0.007 	-1.518 	-1.511 
6004 	1 	1.005 	-0.980 	0.026 
6005 	0 	-0.705 	1.841 	1.136 
6006 	0 	2.334 	1.133 	3.467 
6007 	1 	0.243 	-3.210 	-2.967 
6008 	0 	-1.036 	-2.720 	-3.757 
6009 	0 	-0.041 	0.363 	0.323 
6010 	0 	0.308 	0.155 	0.463 
6011 	1 	1.736 	-1.962 	-0.226 
6012 	1 	-0.899 	-3.899 	-4.799 
6013 	1 	-0.562 	-1.375 	-1.937 
6014 	1 	0.697 	-0.267 	0.429 
6015 	1 	0.483 	-0.739 	-0.255 
6016 	1 	-0.348 	-2.169 	-2.517 
6017 	1 	-0.268 	-1.477 	-1.745 
6018 	1 	-0.908 	1.589 	0.681 
6019 	0 	-0.173 	2.589 	2.416 
6020 	0 	0.837 	-0.151 	0.687 
6021 	1 	-0.422 	-0.067 	-0.489 
6022 	1 	-0.277 	4.142 	3.866 
6023 	1 	0.434 	2.850 	3.283 
6024 	1 	1.945 	-0.064 	1.881 
6025 	1 	-1.779 	-0.857 	-2.637 
6026 	1 	-1.212 	-3.879 	-5.091 
6027 	1 	-0.789 	1.836 	1.047 
6028 	0 	-0.599 	-1.729 	-2.328 
6029 	1 	0.588 	2.185 	2.772 
6030 	1 	-1.043 	1.096 	0.052 
6031 	0 	0.994 	3.012 	4.006 
6032 	0 	1.041 	0.988 	2.030 
6033 	0 	1.876 	2.358 	4.234 
6034 	0 	-0.696 	3.154 	2.457 
6035 	1 	-1.042 	0.009 	-1.032 
6036 	1 	-1.009 	-0.747 	-1.755 
6037 	1 	0.097 	-0.831 	-0.734 
6038 	0 	1.064 	-0.596 	0.469 
6039 	1 	-1.357 	3.492 	2.135 
6040 	0 	-1.257 	-0.327 	-1.584 
6041 	0 	0.264 	1.606 	1.870 
6042 	0 	-0.813 	-0.518 	-1.332 
6043 	1 	-0.446 	0.719 	0.273 
6044 	0 	1.192 	-0.395 	0.797 
6045 	0 	1.021 	-2.149 	-1.128 
6046 	1 	-0.777 	-0.432 	-1.209 
6047 	0 	0.445 	0.895 	1.341 
6048 	0 	0.258 	-1.135 	-0.877 
6049 	0 	1.022 	1.223 	2.246 
6050 	0 	0.041 	-1.996 	-1.955 
6051 	0 	0.258 	0.344 	0.602 
6052 	0 	0.085 	3.147 	3.231 
6053 	0 	-1.063 	0.480 	-0.583 
6054 	1 	0.655 	1.080 	1.735 
6055 	1 	0.596 	-0.350 	0.245 
6056 	0 	0.537 	0.339 	0.876 
6057 	0 	-0.089 	3.446 	3.357 
6058 	1 	0.455 	-1.903 	-1.447 
6059 	0 	0.249 	-0.855 	-0.606 
6060 	1 	-0.464 	4.213 	3.748 
6061 	1 	0.035 	2.499 	2.533 
6062 	0 	0.291 	-2.039 	-1.748 
6063 	0 	0.523 	0.363 	0.885 
6064 	1 	1.045 	-0.029 	1.017 
6065 	0 	1.559 	-0.238 	1.321 
6066 	1 	2.009 	-0.651 	1.358 
6067 	1 	-0.048 	2.056 	2.008 
6068 	0 	-1.229 	-0.510 	-1.740 
6069 	0 	-1.216 	-1.952 	-3.168 
6070 	0 	2.458 	0.286 	2.744 
6071 	1 	-0.638 	-1.285 	-1.923 
6072 	1 	-0.264 	1.663 	1.399 
6073 	0 	-0.340 	-0.084 	-0.424 
6074 	0 	0.679 	2.446 	3.125 
6075 	1 	-1.275 	2.812 	1.537 
6076 	1 	-2.524 	0.664 	-1.860 
6077 	0 	-0.079 	2.881 	2.802 
6078 	1 	0.449 	-3.963 	-3.515 
6079 	1 	-1.001 	-2.210 	-3.212 
6080 	1 	1.738 	0.598 	2.336 
6081 	1 	-0.480 	-1.064 	-1.544 
